,As of Date,Facility PFI,Facility Name,DOH Region,Facility County,Facility Network,NY Forward Region,Patients Currently Hospitalized,Patients Newly Admitted,Patients Positive After Admission,Patients Discharged,Patients Currently in ICU,Patients Currently ICU Intubated,Patients Expired,Cumulative COVID-19 Discharges to Date,Cumulative COVID-19 Fatalities to Date,Total Staffed Beds,Total Staffed Beds Currently Available,Total Staffed ICU Beds,Total Staffed ICU Beds Currently Available,Patients Age Less Than 1 Year,Patients Age 1 To 4 Years,Patients Age 5 to 19 Years,Patients Age 20 to 44 Years,Patients Age 45 to 54 Years,Patients Age 55 to 64 Years,Patients Age 65 to 74 Years,Patients Age 75 to 84 Years,Patients Age Greater Than 85 Years,Hospitalized Indicator
11860,11/22/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,36.0,7.0,0.0,4.0,3.0,1.0,0.0,737,89,0,84.0,50.0,20.0,0.0,0.0,0.0,10.0,3.0,7.0,7.0,5.0,4.0,0
11861,11/22/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,31.0,6.0,0.0,0.0,8.0,2.0,0.0,511,100,0,84.0,50.0,20.0,0.0,0.0,0.0,6.0,4.0,3.0,7.0,4.0,7.0,0
11862,11/22/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,5.0,0.0,0.0,0.0,0.0,0.0,0.0,172,21,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0
11863,11/22/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11864,11/22/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11865,11/22/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,57.0,3.0,10.0,1.0,10.0,6.0,0.0,"1,391",372,0,84.0,50.0,20.0,0.0,0.0,0.0,6.0,6.0,11.0,12.0,15.0,7.0,0
11866,11/23/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,48.0,1.0,4.0,4.0,17.0,11.0,0.0,"1,381",360,0,84.0,50.0,20.0,0.0,0.0,0.0,2.0,10.0,9.0,8.0,9.0,10.0,0
11867,11/23/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,2.0,0.0,0.0,2.0,2.0,1.0,0.0,278,0,0,84.0,50.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11868,11/23/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,58.0,1.0,10.0,2.0,10.0,10.0,0.0,"1,432",156,0,84.0,50.0,20.0,0.0,0.0,1.0,13.0,9.0,16.0,9.0,6.0,4.0,0
11869,11/23/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,51.0,11.0,1.0,11.0,7.0,2.0,0.0,"1,148",172,0,84.0,50.0,20.0,0.0,0.0,0.0,7.0,6.0,13.0,11.0,10.0,4.0,0
11870,11/23/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,42.0,8.0,0.0,2.0,3.0,1.0,0.0,739,89,0,84.0,50.0,20.0,0.0,0.0,0.0,10.0,4.0,9.0,8.0,6.0,5.0,0
11871,11/23/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,31.0,4.0,0.0,4.0,6.0,3.0,0.0,515,100,0,84.0,50.0,20.0,0.0,0.0,0.0,6.0,4.0,4.0,6.0,4.0,7.0,0
11872,11/23/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,6.0,2.0,1.0,0.0,0.0,0.0,2.0,172,23,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0
11873,11/23/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11874,11/23/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11875,11/23/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,57.0,1.0,8.0,7.0,7.0,7.0,1.0,"1,398",373,0,84.0,50.0,20.0,0.0,0.0,0.0,8.0,5.0,12.0,12.0,14.0,6.0,0
11876,11/24/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,52.0,4.0,7.0,8.0,17.0,12.0,0.0,"1,389",360,0,84.0,50.0,20.0,0.0,0.0,0.0,4.0,11.0,12.0,9.0,8.0,8.0,0
11877,11/24/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,3.0,1.0,0.0,0.0,1.0,1.0,0.0,278,0,0,84.0,50.0,20.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0
11878,11/24/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,60.0,2.0,3.0,4.0,9.0,9.0,0.0,"1,436",156,0,84.0,50.0,20.0,0.0,0.0,1.0,12.0,9.0,15.0,11.0,7.0,5.0,0
11879,11/24/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,56.0,10.0,0.0,5.0,10.0,2.0,0.0,"1,153",172,0,84.0,50.0,20.0,0.0,0.0,0.0,8.0,6.0,14.0,12.0,12.0,4.0,0
11880,11/24/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,44.0,6.0,0.0,4.0,2.0,1.0,0.0,743,89,0,84.0,50.0,20.0,0.0,0.0,0.0,10.0,6.0,11.0,8.0,6.0,3.0,0
11881,11/24/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,26.0,3.0,0.0,8.0,6.0,3.0,0.0,523,100,0,84.0,50.0,20.0,0.0,0.0,0.0,7.0,1.0,3.0,5.0,4.0,6.0,0
11882,11/24/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,7.0,2.0,0.0,1.0,0.0,0.0,0.0,173,23,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0
11883,11/24/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11884,11/24/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11885,11/24/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,47.0,3.0,2.0,13.0,6.0,6.0,2.0,"1,411",375,0,84.0,50.0,20.0,0.0,0.0,0.0,6.0,6.0,9.0,10.0,12.0,4.0,0
11886,11/26/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,54.0,9.0,5.0,9.0,23.0,16.0,4.0,"1,398",364,0,84.0,50.0,20.0,0.0,0.0,0.0,7.0,8.0,12.0,9.0,10.0,8.0,0
11887,11/26/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,5.0,2.0,0.0,0.0,1.0,1.0,0.0,278,0,0,84.0,50.0,20.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0
11888,11/26/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,64.0,5.0,2.0,2.0,8.0,8.0,0.0,"1,438",156,0,84.0,50.0,20.0,0.0,0.0,1.0,12.0,10.0,17.0,11.0,8.0,5.0,0
11889,11/26/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,56.0,17.0,0.0,5.0,7.0,2.0,3.0,"1,158",175,0,84.0,50.0,20.0,0.0,0.0,0.0,7.0,5.0,14.0,12.0,13.0,5.0,0
11890,11/26/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,58.0,19.0,0.0,3.0,5.0,2.0,1.0,746,90,0,84.0,50.0,20.0,0.0,0.0,0.0,14.0,8.0,14.0,9.0,9.0,4.0,0
11891,11/26/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,27.0,9.0,0.0,7.0,5.0,3.0,0.0,530,100,0,84.0,50.0,20.0,0.0,0.0,0.0,6.0,3.0,5.0,5.0,4.0,4.0,0
11892,11/26/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,7.0,3.0,0.0,3.0,0.0,0.0,0.0,176,23,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0
11893,11/26/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11894,11/26/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11895,11/26/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,50.0,17.0,0.0,13.0,9.0,8.0,1.0,"1,424",376,0,84.0,50.0,20.0,0.0,0.0,0.0,3.0,6.0,13.0,10.0,11.0,7.0,0
11896,11/27/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,56.0,2.0,3.0,3.0,24.0,20.0,0.0,"1,401",364,0,84.0,50.0,20.0,0.0,0.0,0.0,7.0,9.0,12.0,9.0,11.0,8.0,0
11897,11/27/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,5.0,2.0,0.0,2.0,1.0,1.0,0.0,280,0,0,84.0,50.0,20.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0
11898,11/27/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,67.0,5.0,1.0,3.0,8.0,8.0,0.0,"1,441",156,0,84.0,50.0,20.0,0.0,0.0,1.0,15.0,11.0,16.0,11.0,8.0,5.0,0
11899,11/27/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,51.0,5.0,0.0,12.0,4.0,2.0,1.0,"1,170",176,0,84.0,50.0,20.0,0.0,0.0,0.0,5.0,5.0,13.0,11.0,13.0,4.0,0
11900,11/27/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,59.0,5.0,0.0,3.0,4.0,3.0,1.0,749,91,0,84.0,50.0,20.0,0.0,0.0,0.0,13.0,7.0,17.0,8.0,10.0,4.0,0
11901,11/27/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,26.0,5.0,0.0,6.0,5.0,3.0,0.0,536,100,0,84.0,50.0,20.0,0.0,0.0,0.0,8.0,3.0,4.0,4.0,4.0,3.0,0
11902,11/27/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,7.0,0.0,0.0,0.0,0.0,0.0,0.0,176,23,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0
11903,11/27/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11904,11/27/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11905,11/27/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,51.0,1.0,5.0,5.0,11.0,9.0,0.0,"1,429",376,0,84.0,50.0,20.0,0.0,0.0,0.0,3.0,6.0,13.0,9.0,13.0,7.0,0
11906,11/28/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,55.0,2.0,2.0,3.0,24.0,19.0,2.0,"1,404",366,0,84.0,50.0,20.0,0.0,0.0,0.0,8.0,9.0,9.0,9.0,10.0,10.0,0
11907,11/28/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,7.0,4.0,0.0,2.0,2.0,1.0,0.0,282,0,0,84.0,50.0,20.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0
11908,11/28/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,68.0,5.0,1.0,3.0,10.0,9.0,2.0,"1,444",158,0,84.0,50.0,20.0,0.0,0.0,1.0,15.0,12.0,15.0,12.0,9.0,4.0,0
11909,11/28/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,57.0,8.0,0.0,3.0,4.0,2.0,0.0,"1,173",176,0,84.0,50.0,20.0,0.0,0.0,0.0,6.0,8.0,14.0,12.0,13.0,4.0,0
11910,11/28/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,54.0,6.0,0.0,11.0,4.0,3.0,0.0,760,91,0,84.0,50.0,20.0,0.0,0.0,0.0,10.0,5.0,16.0,8.0,12.0,3.0,0
11911,11/28/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,28.0,5.0,0.0,3.0,5.0,3.0,0.0,539,100,0,84.0,50.0,20.0,0.0,0.0,1.0,8.0,2.0,5.0,5.0,4.0,3.0,0
11912,11/28/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,6.0,0.0,0.0,1.0,0.0,0.0,0.0,177,23,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0
11913,11/28/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11914,11/28/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11915,11/28/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,56.0,6.0,3.0,2.0,10.0,8.0,2.0,"1,431",378,0,84.0,50.0,20.0,0.0,0.0,0.0,7.0,6.0,13.0,10.0,13.0,7.0,0
11916,11/29/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,57.0,1.0,3.0,2.0,24.0,19.0,1.0,"1,406",367,0,84.0,50.0,20.0,0.0,0.0,0.0,8.0,10.0,9.0,10.0,11.0,9.0,0
11917,11/29/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,9.0,3.0,0.0,1.0,3.0,1.0,0.0,283,0,0,84.0,50.0,20.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0
11918,11/29/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,74.0,1.0,6.0,0.0,10.0,9.0,0.0,"1,444",158,0,84.0,50.0,20.0,0.0,0.0,1.0,18.0,12.0,15.0,14.0,10.0,4.0,0
11919,11/29/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,60.0,7.0,0.0,2.0,8.0,2.0,0.0,"1,175",176,0,84.0,50.0,20.0,0.0,0.0,0.0,7.0,8.0,13.0,14.0,13.0,5.0,0
11920,11/29/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,58.0,6.0,0.0,2.0,5.0,3.0,0.0,762,91,0,84.0,50.0,20.0,0.0,0.0,0.0,11.0,5.0,17.0,8.0,13.0,4.0,0
11921,11/29/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,28.0,3.0,0.0,2.0,4.0,3.0,1.0,541,101,0,84.0,50.0,20.0,0.0,0.0,1.0,8.0,3.0,6.0,5.0,3.0,2.0,0
11922,11/29/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,6.0,0.0,0.0,1.0,0.0,0.0,0.0,178,23,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0
11923,11/29/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11924,11/29/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11925,11/29/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,67.0,3.0,11.0,2.0,10.0,8.0,1.0,"1,433",379,0,84.0,50.0,20.0,0.0,0.0,0.0,8.0,9.0,13.0,13.0,16.0,8.0,0
11926,11/30/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,61.0,2.0,7.0,3.0,24.0,18.0,2.0,"1,409",369,0,84.0,50.0,20.0,0.0,0.0,0.0,8.0,9.0,10.0,9.0,12.0,13.0,0
11927,11/30/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,10.0,3.0,0.0,2.0,3.0,1.0,0.0,285,0,0,84.0,50.0,20.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0
11928,11/30/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,67.0,1.0,7.0,12.0,9.0,8.0,2.0,"1,456",160,0,84.0,50.0,20.0,0.0,0.0,1.0,13.0,10.0,14.0,14.0,11.0,4.0,0
11929,11/30/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,60.0,13.0,0.0,15.0,9.0,2.0,1.0,"1,190",177,0,84.0,50.0,20.0,0.0,0.0,0.0,7.0,8.0,10.0,16.0,12.0,7.0,0
11930,11/30/2021,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,58.0,6.0,0.0,5.0,7.0,4.0,1.0,767,92,0,84.0,50.0,20.0,0.0,0.0,0.0,13.0,4.0,19.0,6.0,13.0,3.0,0
11931,11/30/2021,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,28.0,3.0,0.0,1.0,5.0,3.0,2.0,542,103,0,84.0,50.0,20.0,0.0,0.0,1.0,6.0,4.0,6.0,5.0,3.0,3.0,0
11932,11/30/2021,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,5.0,0.0,0.0,1.0,0.0,0.0,0.0,179,23,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0
11933,11/30/2021,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,687",284,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11934,11/30/2021,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,84.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11935,11/30/2021,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,61.0,1.0,12.0,15.0,10.0,10.0,3.0,"1,448",382,0,84.0,50.0,20.0,0.0,0.0,0.0,5.0,6.0,12.0,15.0,14.0,9.0,0
11936,12/1/2021,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,63.0,3.0,8.0,3.0,23.0,15.0,3.0,"1,412",372,0,84.0,50.0,20.0,0.0,0.0,0.0,9.0,9.0,12.0,9.0,11.0,13.0,0
11937,12/1/2021,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,11.0,3.0,0.0,1.0,4.0,1.0,0.0,286,0,0,84.0,50.0,20.0,2.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0
11938,12/1/2021,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,68.0,1.0,5.0,5.0,9.0,9.0,0.0,"1,461",160,0,84.0,50.0,20.0,0.0,0.0,1.0,11.0,11.0,14.0,16.0,11.0,4.0,0
11939,12/1/2021,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,61.0,7.0,1.0,6.0,9.0,2.0,1.0,"1,196",178,0,84.0,50.0,20.0,0.0,0.0,0.0,7.0,10.0,9.0,17.0,12.0,6.0,0
